1000mA,,1500mA,,2000mA,,,1A,41min 10s,,1000mA,,,1500mA,,,2000mA,,,,
In,Out,In,Out,In,Out,,1.5A,17min 26s,,In,Out,Diff,In,Out,,In,Out,,,
37.13,34.81,59.59,54.11,,,,,,,38.67,36.35,2.32,59.27,53.79,5.48,,,,4.59,
37.13,34.81,59.6,54.25,,,,,,,38.67,36.35,2.32,59.28,53.93,5.35,,,,4.46,
37.16,34.78,59.62,54.4,,,,,,,38.7,36.32,2.38,59.3,54.08,5.22,,,,4.33,
37.2,34.72,59.64,54.41,,,,,,,38.74,36.26,2.48,59.32,54.09,5.23,,,,4.34,
37.21,34.81,59.72,54.4,,,,,,,38.75,36.35,2.4,59.4,54.08,5.32,,,,4.43,
37.22,34.72,59.76,54.53,,,,,,,38.76,36.26,2.5,59.44,54.21,5.23,,,,4.34,
37.23,34.71,59.78,54.55,,,,,,,38.77,36.25,2.52,59.46,54.23,5.23,,,,4.34,
37.25,34.66,59.79,54.55,,,,,,,38.79,36.2,2.59,59.47,54.23,5.24,,,,4.35,
37.25,34.72,59.83,54.68,,,,,,,38.79,36.26,2.53,59.51,54.36,5.15,,,,4.26,
37.29,34.81,59.9,54.65,,,,,,,38.83,36.35,2.48,59.58,54.33,5.25,,,,4.36,
37.32,34.81,59.94,54.64,,,,,,,38.86,36.35,2.51,59.62,54.32,5.3,,,,4.41,
37.33,34.91,59.95,54.63,,,,,,,38.87,36.45,2.42,59.63,54.31,5.32,,,,4.43,
37.33,34.91,59.99,54.51,,,,,,,38.87,36.45,2.42,59.67,54.19,5.48,,,,4.59,
37.33,34.92,60.04,54.46,,,,,,,38.87,36.46,2.41,59.72,54.14,5.58,,,,4.69,
37.36,35,60.1,54.55,,,,,,,38.9,36.54,2.36,59.78,54.23,5.55,,,,4.66,
37.39,35.01,60.12,54.56,,,,,,,38.93,36.55,2.38,59.8,54.24,5.56,,,,4.67,
37.43,35.09,60.12,54.49,,,,,,,38.97,36.63,2.34,59.8,54.17,5.63,,,,4.74,
37.43,35.09,60.16,54.37,,,,,,,38.97,36.63,2.34,59.84,54.05,5.79,,,,4.9,
37.43,35.08,60.2,54.11,,,,,,,38.97,36.62,2.35,59.88,53.79,6.09,,,,5.2,
37.44,35.1,60.28,54.06,,,,,,,38.98,36.64,2.34,59.96,53.74,6.22,,,,5.33,
37.46,35.11,60.29,54.1,,,,,,,39,36.65,2.35,59.97,53.78,6.19,,,,5.3,
37.49,35.11,60.3,54.27,,,,,,,39.03,36.65,2.38,59.98,53.95,6.03,,,,5.14,
37.52,35.16,60.31,54.58,,,,,,,39.06,36.7,2.36,59.99,54.26,5.73,,,,4.84,
37.53,35.21,60.37,54.82,,,,,,,39.07,36.75,2.32,60.05,54.5,5.55,,,,4.66,
37.54,35.22,60.43,55,,,,,,,39.08,36.76,2.32,60.11,54.68,5.43,,,,4.54,
37.54,35.22,60.46,54.86,,,,,,,39.08,36.76,2.32,60.14,54.54,5.6,,,,4.71,
37.57,35.24,60.47,54.71,,,,,,,39.11,36.78,2.33,60.15,54.39,5.76,,,,4.87,
37.6,35.24,60.48,54.71,,,,,,,39.14,36.78,2.36,60.16,54.39,5.77,,,,4.88,
37.62,35.27,60.52,54.74,,,,,,,39.16,36.81,2.35,60.2,54.42,5.78,,,,4.89,
37.63,35.28,60.6,54.86,,,,,,,39.17,36.82,2.35,60.28,54.54,5.74,,,,4.85,
37.63,35.2,60.62,54.99,,,,,,,39.17,36.74,2.43,60.3,54.67,5.63,,,,4.74,
37.64,35.22,60.64,55.16,,,,,,,39.18,36.76,2.42,60.32,54.84,5.48,,,,4.59,
37.66,35.31,60.67,55.16,,,,,,,39.2,36.85,2.35,60.35,54.84,5.51,,,,4.62,
37.7,35.26,60.7,54.86,,,,,,,39.24,36.8,2.44,60.38,54.54,5.84,,,,4.95,
37.73,35.22,60.77,54.86,,,,,,,39.27,36.76,2.51,60.45,54.54,5.91,,,,5.02,
37.74,35.22,60.79,54.97,,,,,,,39.28,36.76,2.52,60.47,54.65,5.82,,,,4.93,
37.74,35.31,60.81,54.87,,,,,,,39.28,36.85,2.43,60.49,54.55,5.94,,,,5.05,
37.74,35.33,60.83,55.06,,,,,,,39.28,36.87,2.41,60.51,54.74,5.77,,,,4.88,
37.75,35.42,60.86,55.14,,,,,,,39.29,36.96,2.33,60.54,54.82,5.72,,,,4.83,
37.78,35.51,60.92,55.33,,,,,,,39.32,37.05,2.27,60.6,55.01,5.59,,,,4.7,
37.81,35.51,60.96,55.51,,,,,,,39.35,37.05,2.3,60.64,55.19,5.45,,,,4.56,
37.83,35.53,60.98,55.41,,,,,,,39.37,37.07,2.3,60.66,55.09,5.57,,,,4.68,
37.84,35.6,61,55.17,,,,,,,39.38,37.14,2.24,60.68,54.85,5.83,,,,4.94,
37.84,35.52,61.02,55.17,,,,,,,39.38,37.06,2.32,60.7,54.85,5.85,,,,4.96,
37.85,35.52,61.06,55.31,,,,,,,39.39,37.06,2.33,60.74,54.99,5.75,,,,4.86,
37.87,35.51,61.14,55.32,,,,,,,39.41,37.05,2.36,60.82,55,5.82,,,,4.93,
37.91,35.52,61.16,55.47,,,,,,,39.45,37.06,2.39,60.84,55.15,5.69,,,,4.8,
37.93,35.62,61.18,55.63,,,,,,,39.47,37.16,2.31,60.86,55.31,5.55,,,,4.66,
37.94,35.62,61.19,55.73,,,,,,,39.48,37.16,2.32,60.87,55.41,5.46,,,,4.57,
37.94,35.62,61.22,55.78,,,,,,,39.48,37.16,2.32,60.9,55.46,5.44,,,,4.55,
37.95,35.72,61.28,55.94,,,,,,,39.49,37.26,2.23,60.96,55.62,5.34,,,,4.45,
37.97,35.71,61.34,55.92,,,,,,,39.51,37.25,2.26,61.02,55.6,5.42,,,,4.53,
38.01,35.71,61.35,55.91,,,,,,,39.55,37.25,2.3,61.03,55.59,5.44,,,,4.55,
38.02,35.72,61.35,56.05,,,,,,,39.56,37.26,2.3,61.03,55.73,5.3,,,,4.41,
38.04,35.72,61.37,56.12,,,,,,,39.58,37.26,2.32,61.05,55.8,5.25,,,,4.36,
38.05,35.72,61.41,56.26,,,,,,,39.59,37.26,2.33,61.09,55.94,5.15,,,,4.26,
38.05,35.72,61.46,56.42,,,,,,,39.59,37.26,2.33,61.14,56.1,5.04,,,,4.15,
38.06,35.7,61.52,56.42,,,,,,,39.6,37.24,2.36,61.2,56.1,5.1,,,,4.21,
38.08,35.72,61.53,56.57,,,,,,,39.62,37.26,2.36,61.21,56.25,4.96,,,,4.07,
38.11,35.62,61.55,56.58,,,,,,,39.65,37.16,2.49,61.23,56.26,4.97,,,,4.08,
38.14,35.72,61.55,56.6,,,,,,,39.68,37.26,2.42,61.23,56.28,4.95,,,,4.06,
38.15,35.75,61.62,56.74,,,,,,,39.69,37.29,2.4,61.3,56.42,4.88,,,,3.99,
38.15,35.83,61.68,56.59,,,,,,,39.69,37.37,2.32,61.36,56.27,5.09,,,,4.2,
38.15,35.92,61.71,56.58,,,,,,,39.69,37.46,2.23,61.39,56.26,5.13,,,,4.24,
38.17,35.97,61.71,56.62,,,,,,,39.71,37.51,2.2,61.39,56.3,5.09,,,,4.2,
38.18,35.93,61.72,56.84,,,,,,,39.72,37.47,2.25,61.4,56.52,4.88,,,,3.99,
38.23,35.97,61.78,56.9,,,,,,,39.77,37.51,2.26,61.46,56.58,4.88,,,,3.99,
38.24,36.03,61.84,56.9,,,,,,,39.78,37.57,2.21,61.52,56.58,4.94,,,,4.05,
38.25,36.03,61.88,57.03,,,,,,,39.79,37.57,2.22,61.56,56.71,4.85,,,,3.96,
38.26,36.13,61.89,57.06,,,,,,,39.8,37.67,2.13,61.57,56.74,4.83,,,,3.94,
38.26,36.21,61.89,57.07,,,,,,,39.8,37.75,2.05,61.57,56.75,4.82,,,,3.93,
38.28,36.23,61.93,57.2,,,,,,,39.82,37.77,2.05,61.61,56.88,4.73,,,,3.84,
38.29,36.25,61.99,57.23,,,,,,,39.83,37.79,2.04,61.67,56.91,4.76,,,,3.87,
38.34,36.15,62.04,57.22,,,,,,,39.88,37.69,2.19,61.72,56.9,4.82,,,,3.93,
38.35,36.13,62.04,57.2,,,,,,,39.89,37.67,2.22,61.72,56.88,4.84,,,,3.95,
38.36,36.09,62.1,57.22,,,,,,,39.9,37.63,2.27,61.78,56.9,4.88,,,,3.99,
38.36,36.11,62.12,57.12,,,,,,,39.9,37.65,2.25,61.8,56.8,5,,,,4.11,
38.36,36.05,62.15,57.07,,,,,,,39.9,37.59,2.31,61.83,56.75,5.08,,,,4.19,
38.38,36.03,62.21,57.07,,,,,,,39.92,37.57,2.35,61.89,56.75,5.14,,,,4.25,
38.43,35.96,62.24,57.07,,,,,,,39.97,37.5,2.47,61.92,56.75,5.17,,,,4.28,
38.43,36.01,62.25,57.07,,,,,,,39.97,37.55,2.42,61.93,56.75,5.18,,,,4.29,
38.45,36.03,62.27,57.07,,,,,,,39.99,37.57,2.42,61.95,56.75,5.2,,,,4.31,
38.46,36.01,62.31,57.03,,,,,,,40,37.55,2.45,61.99,56.71,5.28,,,,4.39,
38.46,36.01,62.35,57.11,,,,,,,40,37.55,2.45,62.03,56.79,5.24,,,,4.35,
38.47,36.03,62.41,57.23,,,,,,,40.01,37.57,2.44,62.09,56.91,5.18,,,,4.29,
38.48,36.03,62.44,57.23,,,,,,,40.02,37.57,2.45,62.12,56.91,5.21,,,,4.32,
38.51,36.03,62.44,57.23,,,,,,,40.05,37.57,2.48,62.12,56.91,5.21,,,,4.32,
38.54,36.04,62.49,57.24,,,,,,,40.08,37.58,2.5,62.17,56.92,5.25,,,,4.36,
38.56,36.13,62.54,57.34,,,,,,,40.1,37.67,2.43,62.22,57.02,5.2,,,,4.31,
38.57,36.1,62.59,57.38,,,,,,,40.11,37.64,2.47,62.27,57.06,5.21,,,,4.32,
38.57,36.06,62.62,57.32,,,,,,,40.11,37.6,2.51,62.3,57,5.3,,,,4.41,
38.57,36.13,62.63,57.22,,,,,,,40.11,37.67,2.44,62.31,56.9,5.41,,,,4.52,
38.59,36.19,62.63,57.07,,,,,,,40.13,37.73,2.4,62.31,56.75,5.56,,,,4.67,
38.63,36.26,62.7,57.07,,,,,,,40.17,37.8,2.37,62.38,56.75,5.63,,,,4.74,
38.64,36.37,62.73,57.07,,,,,,,40.18,37.91,2.27,62.41,56.75,5.66,,,,4.77,
38.66,36.43,62.77,56.93,,,,,,,40.2,37.97,2.23,62.45,56.61,5.84,,,,4.95,
38.67,36.42,62.8,56.95,,,,,,,40.21,37.96,2.25,62.48,56.63,5.85,,,,4.96,
38.67,36.21,62.82,56.9,,,,,,,40.21,37.75,2.46,62.5,56.58,5.92,,,,5.03,
38.67,36.13,62.86,56.79,,,,,,,40.21,37.67,2.54,62.54,56.47,6.07,,,,5.18,
38.7,36.13,62.91,56.96,,,,,,,40.24,37.67,2.57,62.59,56.64,5.95,,,,5.06,
38.71,36.13,62.94,57.14,,,,,,,40.25,37.67,2.58,62.62,56.82,5.8,,,,4.91,
38.75,36.16,62.99,57.38,,,,,,,40.29,37.7,2.59,62.67,57.06,5.61,,,,4.72,
38.77,36.26,62.99,57.55,,,,,,,40.31,37.8,2.51,62.67,57.23,5.44,,,,4.55,
38.77,36.23,63.01,57.56,,,,,,,40.31,37.77,2.54,62.69,57.24,5.45,,,,4.56,
38.78,36.23,63.04,57.56,,,,,,,40.32,37.77,2.55,62.72,57.24,5.48,,,,4.59,
38.79,36.23,63.08,57.57,,,,,,,40.33,37.77,2.56,62.76,57.25,5.51,,,,4.62,
38.81,36.32,63.12,57.7,,,,,,,40.35,37.86,2.49,62.8,57.38,5.42,,,,4.53,
38.83,36.33,63.17,57.72,,,,,,,40.37,37.87,2.5,62.85,57.4,5.45,,,,4.56,
38.87,36.43,63.18,57.72,,,,,,,40.41,37.97,2.44,62.86,57.4,5.46,,,,4.57,
38.88,36.54,63.18,57.67,,,,,,,40.42,38.08,2.34,62.86,57.35,5.51,,,,4.62,
38.88,36.63,63.23,57.59,,,,,,,40.42,38.17,2.25,62.91,57.27,5.64,,,,4.75,
38.88,36.65,63.25,57.72,,,,,,,40.42,38.19,2.23,62.93,57.4,5.53,,,,4.64,
38.89,36.65,63.3,57.88,,,,,,,40.43,38.19,2.24,62.98,57.56,5.42,,,,4.53,
38.91,36.71,63.35,57.88,,,,,,,40.45,38.25,2.2,63.03,57.56,5.47,,,,4.58,
38.95,36.74,63.37,57.89,,,,,,,40.49,38.28,2.21,63.05,57.57,5.48,,,,4.59,
38.98,36.74,63.37,57.86,,,,,,,40.52,38.28,2.24,63.05,57.54,5.51,,,,4.62,
38.98,36.69,63.38,57.89,,,,,,,40.52,38.23,2.29,63.06,57.57,5.49,,,,4.6,
38.98,36.64,63.39,58.05,,,,,,,40.52,38.18,2.34,63.07,57.73,5.34,,,,4.45,
38.99,36.64,63.47,58.21,,,,,,,40.53,38.18,2.35,63.15,57.89,5.26,,,,4.37,
39.01,36.64,63.5,58.26,,,,,,,40.55,38.18,2.37,63.18,57.94,5.24,,,,4.35,
39.04,36.74,63.54,58.4,,,,,,,40.58,38.28,2.3,63.22,58.08,5.14,,,,4.25,
39.08,36.75,63.56,58.54,,,,,,,40.62,38.29,2.33,63.24,58.22,5.02,,,,4.13,
39.08,36.75,63.57,58.51,,,,,,,40.62,38.29,2.33,63.25,58.19,5.06,,,,4.17,
39.09,36.75,63.59,58.39,,,,,,,40.63,38.29,2.34,63.27,58.07,5.2,,,,4.31,
39.09,36.63,63.63,58.39,,,,,,,40.63,38.17,2.46,63.31,58.07,5.24,,,,4.35,
39.1,36.5,63.68,58.36,,,,,,,40.64,38.04,2.6,63.36,58.04,5.32,,,,4.43,
39.13,36.51,63.71,58.22,,,,,,,40.67,38.05,2.62,63.39,57.9,5.49,,,,4.6,
39.16,36.55,63.74,58.06,,,,,,,40.7,38.09,2.61,63.42,57.74,5.68,,,,4.79,
39.18,36.63,63.75,57.89,,,,,,,40.72,38.17,2.55,63.43,57.57,5.86,,,,4.97,
39.19,36.54,63.76,57.88,,,,,,,40.73,38.08,2.65,63.44,57.56,5.88,,,,4.99,
39.2,36.54,63.81,57.89,,,,,,,40.74,38.08,2.66,63.49,57.57,5.92,,,,5.03,
39.2,36.54,63.85,58.05,,,,,,,40.74,38.08,2.66,63.53,57.73,5.8,,,,4.91,
39.21,36.56,63.89,58.05,,,,,,,40.75,38.1,2.65,63.57,57.73,5.84,,,,4.95,
39.23,36.54,63.93,58.05,,,,,,,40.77,38.08,2.69,63.61,57.73,5.88,,,,4.99,
39.27,36.5,63.95,58.04,,,,,,,40.81,38.04,2.77,63.63,57.72,5.91,,,,5.02,
39.3,36.35,63.96,58.05,,,,,,,40.84,37.89,2.95,63.64,57.73,5.91,,,,5.02,
39.29,36.32,63.99,57.89,,,,,,,40.83,37.86,2.97,63.67,57.57,6.1,,,,5.21,
39.3,36.44,64.04,57.8,,,,,,,40.84,37.98,2.86,63.72,57.48,6.24,,,,5.35,
39.3,36.54,64.07,57.53,,,,,,,40.84,38.08,2.76,63.75,57.21,6.54,,,,5.65,
39.3,36.55,64.12,57.45,,,,,,,40.84,38.09,2.75,63.8,57.13,6.67,,,,5.78,
39.31,36.64,64.13,57.55,,,,,,,40.85,38.18,2.67,63.81,57.23,6.58,,,,5.69,
39.34,36.74,64.13,57.55,,,,,,,40.88,38.28,2.6,63.81,57.23,6.58,,,,5.69,
39.38,36.75,64.15,57.06,,,,,,,40.92,38.29,2.63,63.83,56.74,7.09,,,,6.2,
39.39,36.78,64.21,56.93,,,,,,,40.93,38.32,2.61,63.89,56.61,7.28,,,,6.39,
39.4,36.85,64.25,56.95,,,,,,,40.94,38.39,2.55,63.93,56.63,7.3,,,,6.41,
39.41,36.88,64.3,57.23,,,,,,,40.95,38.42,2.53,63.98,56.91,7.07,,,,6.18,
39.41,36.87,64.32,57.45,,,,,,,40.95,38.41,2.54,64,57.13,6.87,,,,5.98,
39.42,36.94,64.34,57.78,,,,,,,40.96,38.48,2.48,64.02,57.46,6.56,,,,5.67,
39.46,36.96,64.33,58.04,,,,,,,41,38.5,2.5,64.01,57.72,6.29,,,,5.4,
39.48,37.04,64.35,58.05,,,,,,,41.02,38.58,2.44,64.03,57.73,6.3,,,,5.41,
39.5,37,64.39,58.05,,,,,,,41.04,38.54,2.5,64.07,57.73,6.34,,,,5.45,
39.51,37.05,64.44,57.94,,,,,,,41.05,38.59,2.46,64.12,57.62,6.5,,,,5.61,
39.52,37.05,64.45,57.94,,,,,,,41.06,38.59,2.47,64.13,57.62,6.51,,,,5.62,
39.52,36.95,64.52,57.89,,,,,,,41.06,38.49,2.57,64.2,57.57,6.63,,,,5.74,
39.52,36.96,64.52,58.16,,,,,,,41.06,38.5,2.56,64.2,57.84,6.36,,,,5.47,
39.55,36.97,64.53,58.22,,,,,,,41.09,38.51,2.58,64.21,57.9,6.31,,,,5.42,
39.59,36.95,64.54,57.94,,,,,,,41.13,38.49,2.64,64.22,57.62,6.6,,,,5.71,
39.61,36.95,64.58,57.89,,,,,,,41.15,38.49,2.66,64.26,57.57,6.69,,,,5.8,
39.62,37.05,64.64,58.05,,,,,,,41.16,38.59,2.57,64.32,57.73,6.59,,,,5.7,
39.62,37.1,64.68,56.93,,,,,,,41.16,38.64,2.52,64.36,56.61,7.75,,,,6.86,
39.62,37.16,64.71,56.13,,,,,,,41.16,38.7,2.46,64.39,55.81,8.58,,,,7.69,
39.64,37.26,64.72,56.31,,,,,,,41.18,38.8,2.38,64.4,55.99,8.41,,,,7.52,
39.67,37.26,64.73,56.58,,,,,,,41.21,38.8,2.41,64.41,56.26,8.15,,,,7.26,
39.69,37.28,64.73,57.04,,,,,,,41.23,38.82,2.41,64.41,56.72,7.69,,,,6.8,
39.72,37.16,64.79,57.34,,,,,,,41.26,38.7,2.56,64.47,57.02,7.45,,,,6.56,
39.72,37.11,64.81,57.68,,,,,,,41.26,38.65,2.61,64.49,57.36,7.13,,,,6.24,
39.72,37.06,64.88,58.07,,,,,,,41.26,38.6,2.66,64.56,57.75,6.81,,,,5.92,
39.73,37.06,64.9,58.31,,,,,,,41.27,38.6,2.67,64.58,57.99,6.59,,,,5.7,
39.74,37.02,64.92,58.55,,,,,,,41.28,38.56,2.72,64.6,58.23,6.37,,,,5.48,
39.76,37.03,64.94,58.71,,,,,,,41.3,38.57,2.73,64.62,58.39,6.23,,,,5.34,
39.79,37.02,64.93,58.89,,,,,,,41.33,38.56,2.77,64.61,58.57,6.04,,,,5.15,
39.8,37.12,64.97,58.89,,,,,,,41.34,38.66,2.68,64.65,58.57,6.08,,,,5.19,
39.83,37.24,65.02,58.89,,,,,,,41.37,38.78,2.59,64.7,58.57,6.13,,,,5.24,
39.83,37.27,,,,,,,,,41.37,38.81,2.56,64.94,58.71,6.23,,,,5.34,
39.83,37.37,,,,,,,,,41.37,38.91,2.46,64.93,58.89,6.04,,,,5.15,
39.83,37.36,,,,,,,,,41.37,38.9,2.47,64.97,58.89,6.08,,,,5.19,
39.84,37.27,,,,,,,,,41.38,38.81,2.57,65.02,58.89,6.13,,,,5.24,
39.88,37.26,,,,,,,,,41.42,38.8,2.62,,,,,,,,
39.91,37.26,,,,,,,,,41.45,38.8,2.65,,,,,,,,
39.92,37.26,,,,,,,,,41.46,38.8,2.66,,,,,,,,
39.94,37.26,,,,,,,,,41.48,38.8,2.68,,,,,,,,
39.94,37.22,,,,,,,,,41.48,38.76,2.72,,,,,,,,
39.94,37.26,,,,,,,,,41.48,38.8,2.68,,,,,,,,
39.95,37.26,,,,,,,,,41.49,38.8,2.69,,,,,,,,
39.96,37.26,,,,,,,,,41.5,38.8,2.7,,,,,,,,
40.01,37.26,,,,,,,,,41.55,38.8,2.75,,,,,,,,
40.03,37.27,,,,,,,,,41.57,38.81,2.76,,,,,,,,
40.04,37.37,,,,,,,,,41.58,38.91,2.67,,,,,,,,
40.04,37.37,,,,,,,,,41.58,38.91,2.67,,,,,,,,
40.05,37.43,,,,,,,,,41.59,38.97,2.62,,,,,,,,
40.06,37.41,,,,,,,,,41.6,38.95,2.65,,,,,,,,
40.08,37.43,,,,,,,,,41.62,38.97,2.65,,,,,,,,
40.11,37.47,,,,,,,,,41.65,39.01,2.64,,,,,,,,
40.13,37.47,,,,,,,,,41.67,39.01,2.66,,,,,,,,
40.15,37.3,,,,,,,,,41.69,38.84,2.85,,,,,,,,
40.15,37.22,,,,,,,,,41.69,38.76,2.93,,,,,,,,
40.16,37.16,,,,,,,,,41.7,38.7,3,,,,,,,,
40.16,37.18,,,,,,,,,41.7,38.72,2.98,,,,,,,,
40.18,37.26,,,,,,,,,41.72,38.8,2.92,,,,,,,,
40.2,37.37,,,,,,,,,41.74,38.91,2.83,,,,,,,,
40.24,37.47,,,,,,,,,41.78,39.01,2.77,,,,,,,,
40.25,37.47,,,,,,,,,41.79,39.01,2.78,,,,,,,,
40.26,37.48,,,,,,,,,41.8,39.02,2.78,,,,,,,,
40.26,37.48,,,,,,,,,41.8,39.02,2.78,,,,,,,,
40.27,37.57,,,,,,,,,41.81,39.11,2.7,,,,,,,,
40.27,37.67,,,,,,,,,41.81,39.21,2.6,,,,,,,,
40.29,37.78,,,,,,,,,41.83,39.32,2.51,,,,,,,,
40.31,37.81,,,,,,,,,41.85,39.35,2.5,,,,,,,,
40.37,37.84,,,,,,,,,41.91,39.38,2.53,,,,,,,,
40.36,37.79,,,,,,,,,41.9,39.33,2.57,,,,,,,,
40.37,37.79,,,,,,,,,41.91,39.33,2.58,,,,,,,,
40.37,37.89,,,,,,,,,41.91,39.43,2.48,,,,,,,,
40.37,37.89,,,,,,,,,41.91,39.43,2.48,,,,,,,,
40.38,37.92,,,,,,,,,41.92,39.46,2.46,,,,,,,,
40.4,37.89,,,,,,,,,41.94,39.43,2.51,,,,,,,,
40.45,37.89,,,,,,,,,41.99,39.43,2.56,,,,,,,,
40.46,37.85,,,,,,,,,42,39.39,2.61,,,,,,,,
40.48,37.88,,,,,,,,,42.02,39.42,2.6,,,,,,,,
40.48,37.95,,,,,,,,,42.02,39.49,2.53,,,,,,,,
40.48,38.04,,,,,,,,,42.02,39.58,2.44,,,,,,,,
40.48,38.06,,,,,,,,,42.02,39.6,2.42,,,,,,,,
40.51,38.1,,,,,,,,,42.05,39.64,2.41,,,,,,,,
40.53,38.1,,,,,,,,,42.07,39.64,2.43,,,,,,,,
40.55,38.1,,,,,,,,,42.09,39.64,2.45,,,,,,,,
40.58,38.06,,,,,,,,,42.12,39.6,2.52,,,,,,,,
40.58,37.9,,,,,,,,,42.12,39.44,2.68,,,,,,,,
40.59,37.77,,,,,,,,,42.13,39.31,2.82,,,,,,,,
40.59,37.68,,,,,,,,,42.13,39.22,2.91,,,,,,,,
40.59,37.68,,,,,,,,,42.13,39.22,2.91,,,,,,,,
40.61,37.69,,,,,,,,,42.15,39.23,2.92,,,,,,,,
40.65,37.78,,,,,,,,,42.19,39.32,2.87,,,,,,,,
40.67,37.77,,,,,,,,,42.21,39.31,2.9,,,,,,,,
40.68,37.69,,,,,,,,,42.22,39.23,2.99,,,,,,,,
40.69,37.68,,,,,,,,,42.23,39.22,3.01,,,,,,,,
40.7,37.69,,,,,,,,,42.24,39.23,3.01,,,,,,,,
40.7,37.68,,,,,,,,,42.24,39.22,3.02,,,,,,,,
40.7,37.76,,,,,,,,,42.24,39.3,2.94,,,,,,,,
40.71,37.79,,,,,,,,,42.25,39.33,2.92,,,,,,,,
40.77,37.89,,,,,,,,,42.31,39.43,2.88,,,,,,,,
40.78,37.89,,,,,,,,,42.32,39.43,2.89,,,,,,,,
40.79,37.89,,,,,,,,,42.33,39.43,2.9,,,,,,,,
40.8,38,,,,,,,,,42.34,39.54,2.8,,,,,,,,
40.8,38.07,,,,,,,,,42.34,39.61,2.73,,,,,,,,
40.81,38.21,,,,,,,,,42.35,39.75,2.6,,,,,,,,
40.81,38.22,,,,,,,,,42.35,39.76,2.59,,,,,,,,
40.82,38.31,,,,,,,,,42.36,39.85,2.51,,,,,,,,
40.86,38.36,,,,,,,,,42.4,39.9,2.5,,,,,,,,
40.89,38.43,,,,,,,,,42.43,39.97,2.46,,,,,,,,
40.89,38.42,,,,,,,,,42.43,39.96,2.47,,,,,,,,
40.91,38.39,,,,,,,,,42.45,39.93,2.52,,,,,,,,
40.91,38.35,,,,,,,,,42.45,39.89,2.56,,,,,,,,
40.91,38.24,,,,,,,,,42.45,39.78,2.67,,,,,,,,
40.92,38.04,,,,,,,,,42.46,39.58,2.88,,,,,,,,
40.93,38.1,,,,,,,,,42.47,39.64,2.83,,,,,,,,
40.95,38.1,,,,,,,,,42.49,39.64,2.85,,,,,,,,
40.98,38.11,,,,,,,,,42.52,39.65,2.87,,,,,,,,
41,38.11,,,,,,,,,42.54,39.65,2.89,,,,,,,,
41.02,38.21,,,,,,,,,42.56,39.75,2.81,,,,,,,,
41.01,38.31,,,,,,,,,42.55,39.85,2.7,,,,,,,,
41.02,38.31,,,,,,,,,42.56,39.85,2.71,,,,,,,,
41.02,38.32,,,,,,,,,42.56,39.86,2.7,,,,,,,,
41.03,38.4,,,,,,,,,42.57,39.94,2.63,,,,,,,,
41.04,38.42,,,,,,,,,42.58,39.96,2.62,,,,,,,,
41.08,38.46,,,,,,,,,42.62,40,2.62,,,,,,,,
41.08,38.42,,,,,,,,,42.62,39.96,2.66,,,,,,,,
41.12,38.38,,,,,,,,,42.66,39.92,2.74,,,,,,,,
41.13,38.3,,,,,,,,,42.67,39.84,2.83,,,,,,,,
41.13,38.31,,,,,,,,,42.67,39.85,2.82,,,,,,,,
41.13,38.34,,,,,,,,,42.67,39.88,2.79,,,,,,,,
41.14,38.32,,,,,,,,,42.68,39.86,2.82,,,,,,,,
41.14,38.23,,,,,,,,,42.68,39.77,2.91,,,,,,,,
41.16,38.14,,,,,,,,,42.7,39.68,3.02,,,,,,,,
41.21,38.03,,,,,,,,,42.75,39.57,3.18,,,,,,,,
41.22,38,,,,,,,,,42.76,39.54,3.22,,,,,,,,
41.24,37.83,,,,,,,,,42.78,39.37,3.41,,,,,,,,
41.24,37.78,,,,,,,,,42.78,39.32,3.46,,,,,,,,
41.24,37.85,,,,,,,,,42.78,39.39,3.39,,,,,,,,
41.25,37.98,,,,,,,,,42.79,39.52,3.27,,,,,,,,
41.25,38.05,,,,,,,,,42.79,39.59,3.2,,,,,,,,
41.27,38.15,,,,,,,,,42.81,39.69,3.12,,,,,,,,
41.3,38.21,,,,,,,,,42.84,39.75,3.09,,,,,,,,
41.32,38.31,,,,,,,,,42.86,39.85,3.01,,,,,,,,
41.35,38.33,,,,,,,,,42.89,39.87,3.02,,,,,,,,
41.35,38.42,,,,,,,,,42.89,39.96,2.93,,,,,,,,
41.35,38.53,,,,,,,,,42.89,40.07,2.82,,,,,,,,
41.35,38.64,,,,,,,,,42.89,40.18,2.71,,,,,,,,
41.35,38.59,,,,,,,,,42.89,40.13,2.76,,,,,,,,
41.37,38.55,,,,,,,,,42.91,40.09,2.82,,,,,,,,
41.4,38.63,,,,,,,,,42.94,40.17,2.77,,,,,,,,
41.42,38.57,,,,,,,,,42.96,40.11,2.85,,,,,,,,
41.45,38.53,,,,,,,,,42.99,40.07,2.92,,,,,,,,
41.46,38.42,,,,,,,,,43,39.96,3.04,,,,,,,,
41.46,38.44,,,,,,,,,43,39.98,3.02,,,,,,,,
41.46,38.42,,,,,,,,,43,39.96,3.04,,,,,,,,
41.46,38.52,,,,,,,,,43,40.06,2.94,,,,,,,,
41.47,38.53,,,,,,,,,43.01,40.07,2.94,,,,,,,,
41.5,38.53,,,,,,,,,43.04,40.07,2.97,,,,,,,,
41.51,38.55,,,,,,,,,43.05,40.09,2.96,,,,,,,,
41.54,38.63,,,,,,,,,43.08,40.17,2.91,,,,,,,,
